ID,Source,Source Approach,Source Type,Clause,Class,Datapoint,Aligned Datapoint,Impact Category,Impact Subcategory,Applies To,Asset,Asset Level,Datapoint Type,Requirement Type,Generally Needed,Impact Type,Indicator,Information Container,Asset Type,
501,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,"
New Rules of Measurement (NRM) classification",Element Classification,Asset Integrity,,New Rules of Measurement (NRM) classification,,Element,Quantitative,Representation,-,Social ,Project Characteristics,Project Documents,,
502,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,"
Material categories",Material Mass,Circular Economy,Material Circularity,Material by category,,Material,Quantitative,Representation,-,Physical characteristics,Material Use,Material Passport,,
503,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,responsible sourcing certification schemes,Certification submitted,Circular Economy,Material Circularity,Responsible sourcing certification ,,Product,Binary,Compliance,-,Environmental ,Material Use,Material Sourcing and Certification,,
504,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,timber and wood-based products to be covered by at least one of the following,Certification submitted,Circular Economy,Material Circularity,Timber and wood-based product - Complimant with  independent forest certification schemes–Category A  (e.g. FSC or PEFC),,Product,Binary,Compliance,-,Environmental ,Material Use,Material Sourcing and Certification,,
505,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,timber and timber-based products must be compliant,Certification submitted,Circular Economy,Material Circularity,Timber and wood-based product - If not Category A - Evidence on a case-by-case basis in line with the Framework for Evaluating Category B evidence,,Product,Qualitative,Compliance,-,Environmental ,Material Use,Material Sourcing and Certification,,
506,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,operating in a jurisdiction,Certification submitted,Circular Economy,Material Circularity, responisble sourcing certification,,Project,Binary,Evidence,-,Environmental ,Material Use,Responisble sourcing certification,,
507,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,volumes,Other Areas,Human Health,,Internal voids and air spaces,,Zone,Quantitative,Representation,-,Physical characteristics,Safety,Building Information,,
507,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,volumes,Product Volume,Asset Integrity,,Product,,Product,Quantitative,Representation,-,Physical characteristics,Product Characteristics,Product Specification Sheet,,
508,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,external dimensions,Product Dimensions,Asset Integrity,,Product,,Product,Quantitative,Representation,-,Environmental ,Product Characteristics,Product Specification Sheet,,
509,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,gross internal floor area,Floor Area (Gross Internal),Asset Integrity,,Building,,Zone,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
510,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,GIFA,Floor Area (Gross Internal),Asset Integrity,,Building,,Zone,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
511,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,tolerance accepted for estimating quantities,Product Quantity,Asset Integrity,,Product - Estimated ,,Product,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
512,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,final installed quantity,Product Quantity,Asset Integrity,,Product - Actual,,Product,Quantitative,Representation,-,Physical characteristics,Building Characteristics,Building Information,,
513,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,responsible sourcing certification schemes,Certification submitted,Circular Economy,Material Circularity,Responsible sourcing certification ,,Product,Binary,Compliance,-,Environmental ,Material Use,Material Sourcing and Certification,,
514,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,certification scheme,-,Asset Integrity,,,,Building,,,-,,-,,,
515,BREEAM,Top-down,Certificate,BREAM_MAT_03,Data point,third party certification schemes,-,Asset Integrity,,,,Building,,,-,,-,,,
516,BREEAM,Top-down,Certificate,BREAM_MAT_05,Data point,user numbers in relevant areas,Maximuim no. of users,Asset Integrity,,"Vulnerable parts of the building - high user numbers in relevant areas of the building (e.g. corridors, lifts, stairs, doors etc.)",,Zone,Quantitative,Representation,-,Element Resilience,Building Characteristics,Resilience report,,
517,BREEAM,Top-down,Certificate,BREAM_MAT_05,Data point,within 1 metre,Building Accessibility Index,Asset Integrity,,"between any vehicle or trolley movements and the internal building fabric in storage, delivery, corridor and kitchen areas",,Building,Quantitative,Representation,-,Element Resilience,Project Characteristics,Drawings,,
518,BREEAM,Top-down,Certificate,BREAM_MAT_05,Data point,within 1m,Building Accessibility Index,Asset Integrity,,between parking or manoeuvring areas and the building façade,,Building,Quantitative,Representation,-,Element Resilience,Project Characteristics,Drawings,,
